pretrain_loss,NSPL_400000,sparsity_0.5,hidden_3200,batchsize_100,lr_0.0002
449.354
235.004
180.827
163.023
155.298
151.118
148.48
146.624
145.227
144.12
143.212
142.45
141.797
141.228
140.727
140.278
139.874
139.507
139.172
138.863
138.577
138.311
138.061
137.828
137.608
137.401
137.205
137.019
136.842
136.674
136.513
136.36
136.213
136.071
135.936
135.806
135.681
135.56
135.444
135.333
135.225
135.12
135.02
134.923
134.828
134.737
134.65
134.565
134.482
134.402
134.325
134.25
134.177
134.107
134.039
133.972
133.907
133.845
133.784
133.725
133.668
133.612
133.558
133.505
133.453
133.403
133.354
133.306
133.26
133.215
133.17
133.128
133.086
133.045
133.005
132.967
132.929
132.892
132.856
132.821
132.787
132.754
132.721
132.69
132.659
132.629
132.599
132.571
132.542
132.515
pretrain_loss,NSPL_400000,sparsity_0.8,hidden_1600,batchsize_100,lr_0.0002
343.087
128.353
80.2986
66.3496
60.5037
57.2895
55.254
53.8688
52.8842
52.1613
51.6162
51.1961
50.864
50.5978
50.382
50.2025
50.0518
49.9246
49.8131
49.7177
49.6337
49.5591
49.4923
49.4319
49.3768
49.3281
49.2817
49.2391
49.2005
49.1642
49.1294
49.0972
49.0666
49.0376
49.0109
48.9851
48.9599
48.9364
48.9138
48.8921
48.8711
48.8506
48.8316
48.813
48.7949
48.7772
48.76
48.7443
48.7275
48.7128
48.6969
48.6824
48.668
48.6544
48.6408
48.6272
48.6141
48.6017
48.5888
48.5771
48.5647
48.5539
48.5422
48.5304
48.5198
48.5092
48.4991
48.4882
48.4776
48.4685
48.4582
48.4484
48.4385
48.4297
48.4198
48.411
48.4022
48.393
48.3846
48.3757
48.3676
48.3599
48.3509
48.3433
48.3352
48.3267
pretrain_loss,NSPL_400000,sparsity_0.9,hidden_1600,batchsize_1000,lr_0.0002
654.659
565.696
489.857
425.2
370.072
323.064
282.976
248.783
219.614
194.727
173.487
155.354
139.869
126.637
115.326
105.649
97.3615
90.2573
84.1601
78.9192
74.4058
70.5116
67.1444
64.2247
61.6865
59.4726
57.5354
55.8342
54.3341
53.0064
51.8261
50.7723
49.8269
48.9753
48.2044
47.5035
46.8632
46.276
45.735
45.2347
44.7699
44.3369
43.9319
43.5517
43.1938
42.8562
42.5365
42.2331
41.9446
41.6698
41.4073
41.1564
40.9162
40.6857
40.4643
40.2514
40.0466
39.8493
39.6589
39.475
39.2975
39.126
38.9599
38.7993
38.6435
38.493
38.3468
38.2051
38.0674
37.934
37.8043
37.6783
37.5559
37.437
37.3214
37.2088
37.0992
36.9925
36.8886
36.7875
36.689
36.593
36.4994
36.4082
36.3192
36.2324
36.1478
36.0653
35.9847
35.906
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_1600,batchsize_1000,lr_0.0002
699.422
600.644
516.462
444.716
383.566
331.445
287.016
249.143
216.856
189.328
165.856
145.84
128.769
114.207
101.783
91.1813
82.1308
74.4023
67.7986
62.1534
57.3233
53.1876
49.642
46.5985
43.9822
41.7288
39.7837
38.1009
36.6411
35.371
34.2621
33.2905
32.4358
31.6805
31.0104
30.413
29.8776
29.3954
28.9591
28.5623
28.1993
27.8658
27.558
27.2725
27.0068
26.7583
26.5247
26.3048
26.0971
25.9001
25.7129
25.5344
25.364
25.2008
25.0445
24.8942
24.7499
24.6109
24.4768
24.3476
24.2227
24.102
23.9853
23.8723
23.7629
23.6569
23.5542
23.4544
23.3576
23.2638
23.1725
23.0839
22.9978
22.9141
22.8327
22.7535
22.6766
22.6017
22.5287
22.4579
22.3887
22.3213
22.2557
22.1918
22.1294
22.0687
22.0095
21.9517
21.8953
21.8403
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.556
32.2943
27.8099
23.988
20.7304
17.9538
15.5868
13.569
11.8486
10.3818
9.1309
8.06408
7.15409
6.37771
5.7152
5.14963
4.66666
4.25407
3.90133
3.59961
3.34123
3.11973
2.92964
2.76624
2.62548
2.50402
2.39895
2.30783
2.22855
2.15935
2.09872
2.04544
1.99835
1.95663
1.91943
1.8861
1.85612
1.829
1.80436
1.78187
1.76117
1.74215
1.72449
1.70808
1.69276
1.67838
1.66488
1.65212
1.64001
1.62853
1.61761
1.6072
1.59726
1.58772
1.57856
1.56978
1.56135
1.55322
1.54538
1.5378
1.53052
1.52345
1.51663
1.51003
1.50363
1.49743
1.49144
1.48563
1.48
1.47453
1.46923
1.46409
1.45906
1.45419
1.44946
1.44485
1.44037
1.43602
1.43177
1.42768
1.42367
1.41979
1.41599
1.41228
1.40868
1.40516
1.40173
1.3984
1.39514
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.5561
32.2943
27.81
23.988
20.7304
17.9538
15.5868
13.569
11.8486
10.3818
9.13089
8.06405
7.15407
6.3777
5.71517
5.1496
4.66665
4.25406
3.90132
3.5996
3.34122
3.11972
2.92962
2.76621
2.62548
2.50401
2.39893
2.30784
2.22855
2.15935
2.09873
2.04542
1.99836
1.95664
1.91942
1.88608
1.85611
1.82898
1.80434
1.78185
1.76117
1.74216
1.72448
1.70805
1.69276
1.67839
1.66485
1.65211
1.64
1.62853
1.61759
1.60719
1.59725
1.58772
1.57854
1.56976
1.56133
1.5532
1.54537
1.53779
1.5305
1.52345
1.51663
1.51002
1.50363
1.49741
1.4914
1.4856
1.47999
1.47452
1.46922
1.46406
1.45905
1.45416
1.44942
1.44483
1.44035
1.43599
1.43176
1.42766
1.42365
1.41976
1.41596
1.41227
1.40865
1.40512
1.40169
1.39835
1.3951
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.5561
32.2943
27.8099
23.988
20.7304
17.9538
15.5868
13.569
11.8486
10.3818
9.1309
8.06405
7.15405
6.37771
5.71518
5.1496
4.66664
4.25404
3.90133
3.59961
3.34122
3.11974
2.92964
2.76622
2.62547
2.504
2.39894
2.30781
2.22855
2.15935
2.09874
2.04543
1.99837
1.95663
1.91943
1.8861
1.85612
1.829
1.80433
1.78184
1.76117
1.74214
1.72449
1.70807
1.69275
1.67838
1.66489
1.65211
1.64002
1.62854
1.6176
1.60719
1.59725
1.5877
1.57855
1.56976
1.56133
1.55321
1.54537
1.53779
1.5305
1.52344
1.51663
1.51002
1.50363
1.49742
1.49143
1.48562
1.48
1.47453
1.46921
1.46409
1.45905
1.45418
1.44944
1.44485
1.44037
1.43601
1.43178
1.42767
1.42366
1.41977
1.41598
1.41227
1.40867
1.40514
1.40172
1.39837
1.39514
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.556
32.2943
27.81
23.988
20.7305
17.9538
15.5868
13.569
11.8486
10.3818
9.13088
8.06407
7.15408
6.37773
5.71518
5.14961
4.66664
4.25406
3.90133
3.59961
3.3412
3.11972
2.92964
2.76622
2.62549
2.50399
2.39894
2.30783
2.22856
2.15933
2.09873
2.04541
1.99834
1.95663
1.91943
1.88608
1.85609
1.82897
1.80433
1.78183
1.76117
1.74215
1.72448
1.70805
1.69275
1.67836
1.66488
1.65211
1.64002
1.62853
1.61759
1.60719
1.59724
1.5877
1.57855
1.56977
1.56135
1.55321
1.54537
1.53782
1.53051
1.52345
1.51665
1.51005
1.50364
1.49743
1.49143
1.48564
1.48
1.47455
1.46922
1.46407
1.45904
1.45418
1.44946
1.44485
1.44038
1.43601
1.43179
1.42769
1.42367
1.41979
1.41598
1.41228
1.40869
1.40516
1.40174
1.3984
1.39515
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.5561
32.2943
27.81
23.988
20.7305
17.9538
15.5868
13.569
11.8486
10.3818
9.1309
8.06406
7.15408
6.37772
5.71519
5.14961
4.66667
4.25407
3.90136
3.59962
3.34123
3.11974
2.92964
2.76623
2.62549
2.504
2.39895
2.30781
2.22854
2.15935
2.09873
2.04542
1.99834
1.95662
1.91941
1.88609
1.85611
1.82899
1.80434
1.78183
1.76118
1.74217
1.72447
1.70806
1.69276
1.6784
1.66488
1.65212
1.64004
1.62855
1.61762
1.60721
1.59725
1.58773
1.57857
1.56977
1.56136
1.55322
1.54539
1.53781
1.53052
1.52347
1.51666
1.51004
1.50365
1.49745
1.49145
1.48565
1.48001
1.47456
1.46926
1.46411
1.45909
1.45421
1.44948
1.44487
1.44039
1.43604
1.43182
1.42771
1.42371
1.41983
1.41602
1.41232
1.40871
1.40517
1.40176
1.39843
1.39519
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.5561
32.2943
27.8099
23.988
20.7304
17.9537
15.5868
13.569
11.8486
10.3817
9.13087
8.06403
7.15406
6.3777
5.71516
5.14959
4.66662
4.25403
3.90131
3.59957
3.3412
3.11969
2.92961
2.76621
2.62546
2.50399
2.39893
2.30781
2.22854
2.15935
2.09872
2.04542
1.99836
1.95663
1.91943
1.88611
1.85613
1.829
1.80434
1.78184
1.7612
1.74215
1.72449
1.70809
1.69277
1.67841
1.6649
1.65213
1.64004
1.62855
1.61762
1.60722
1.59726
1.58774
1.57858
1.56979
1.56137
1.55325
1.5454
1.53782
1.53053
1.52347
1.51666
1.51005
1.50366
1.49745
1.49145
1.48565
1.48002
1.47456
1.46925
1.4641
1.45908
1.4542
1.44947
1.44487
1.44039
1.43604
1.4318
1.42769
1.42369
1.4198
1.41599
1.41228
1.40869
1.40515
1.40174
1.3984
1.39516
pretrain_loss,NSPL_400000,sparsity_0.95,hidden_100,batchsize_1000,lr_0.0002
43.7302
37.5561
32.2943
27.8099
23.988
20.7304
17.9537
15.5868
13.569
11.8486
10.3817
9.13086
8.06404
7.15404
6.37768
5.71517
5.14957
4.66662
4.25402
3.9013
3.59958
3.34121
3.11969
2.92961
2.76619
2.62544
2.50396
2.3989
2.3078
2.22853
2.15932
2.09869
2.0454
1.99835
1.95662
1.9194
1.88607
1.85609
1.82895
1.80432
1.7818
1.76114
1.74212
1.72447
1.70803
1.69272
1.67835
1.66486
1.65209
1.63998
1.62851
1.61757
1.60717
1.59722
1.58769
1.57852
1.56974
1.5613
1.55319
1.54535
1.53777
1.53047
1.52343
1.5166
1.50999
1.50359
1.49739
1.49138
1.48558
1.47995
1.4745
1.46919
1.46404
1.45901
1.45413
1.44941
1.44479
1.44032
1.43599
1.43174
1.42762
1.42363
1.41974
1.41593
1.41223
1.40861
1.40511
1.40167
1.39834
1.39509
